"Story","Title","Result","Date","Stability","Duration (s)"
"Como gerente de la empresa yaelcoronel","Registro exitoso de un nuevo usuario","ERROR","2024-06-25T22:47:08.284-06:00[America/Mexico_City]","0.0","4.62"
