"Story","Title","Result","Date","Stability","Duration (s)"
"Como gerente de la empresa yaelcoronel","Registro exitoso de un nuevo usuario","SUCCESS","2024-07-30T19:50:05.949-06:00[America/Mexico_City]","0.0","13.78"
